sample_name,Broken,species,object_num,age
MV1012-BC-16,unbroken,suggrunda eckisi,362,1987
MV1012-BC-16,unbroken,suggrunda eckisi,363,1987
MV1012-BC-16,unbroken,suggrunda eckisi,364,1987
MV1012-BC-16,broken,suggrunda eckisi,365,1987
MV1012-BC-16,unbroken,NOT FORAM,366,1987
MV1012-BC-16,unbroken,pullenia bulloides,367,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,368,1987
MV1012-BC-16,unbroken,NOT FORAM,369,1987
MV1012-BC-16,broken,suggrunda eckisi,370,1987
MV1012-BC-16,unbroken,nonionella stella,371,1987
MV1012-BC-16,unbroken,bolivina seminuda,372,1987
MV1012-BC-16,broken,bolivina argentea,373,1987
MV1012-BC-16,unbroken,suggrunda eckisi,374,1987
MV1012-BC-16,unbroken,bolivina spissa,375,1987
MV1012-BC-16,broken,suggrunda eckisi,376,1987
MV1012-BC-16,unbroken,suggrunda eckisi,377,1987
MV1012-BC-16,broken,NOT FORAM,378,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,379,1987
MV1012-BC-16,broken,bolivina argentea,380,1987
MV1012-BC-16,unbroken,suggrunda eckisi,381,1987
MV1012-BC-16,unbroken,NOT FORAM,382,1987
MV1012-BC-16,unbroken,NOT FORAM,383,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,384,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,385,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,386,1987
MV1012-BC-16,broken,NOT FORAM,387,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,388,1987
MV1012-BC-16,broken,bolivina argentea,389,1987
MV1012-BC-16,unbroken,bolivina argentea,390,1987
MV1012-BC-16,unbroken,bolivina argentea,391,1987
MV1012-BC-16,unbroken,NOT FORAM,392,1987
MV1012-BC-16,unbroken,bulimina exilis,393,1987
MV1012-BC-16,broken,bolivina argentea,394,1987
MV1012-BC-16,unbroken,bolivina argentea,395,1987
MV1012-BC-16,broken,bolivina argentea,396,1987
MV1012-BC-16,unbroken,NOT FORAM,397,1987
MV1012-BC-16,unbroken,suggrunda eckisi,398,1987
MV1012-BC-16,unbroken,suggrunda eckisi,399,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,400,1987
MV1012-BC-16,unbroken,NOT FORAM,401,1987
MV1012-BC-16,unbroken,NOT FORAM,402,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,403,1987
MV1012-BC-16,unbroken,bolivina argentea,404,1987
MV1012-BC-16,unbroken,bolivina seminuda var. humilis,405,1987
MV1012-BC-16,broken,bolivina seminuda,406,1987
MV1012-BC-16,unbroken,NOT FORAM,407,1987
MV1012-BC-16,unbroken,bolivina seminuda var. humilis,408,1987
MV1012-BC-16,broken,bolivina argentea,409,1987
MV1012-BC-16,unbroken,bolivina seminuda var. humilis,410,1987
MV1012-BC-16,broken,bolivina argentea,411,1987
MV1012-BC-16,unbroken,bolivina argentea,412,1987
MV1012-BC-16,unbroken,bolivina alata,413,1987
MV1012-BC-16,unbroken,bolivina seminuda,414,1987
MV1012-BC-16,broken,NOT FORAM,415,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,416,1987
MV1012-BC-16,unbroken,bolivina argentea,417,1987
MV1012-BC-16,unbroken,suggrunda eckisi,418,1987
MV1012-BC-16,unbroken,NOT FORAM,419,1987
MV1012-BC-16,unbroken,bulimina exilis,420,1987
MV1012-BC-16,unbroken,bulimina exilis,421,1987
MV1012-BC-16,unbroken,bolivina argentea,422,1987
MV1012-BC-16,unbroken,bolivina argentea,423,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,424,1987
MV1012-BC-16,unbroken,suggrunda eckisi,425,1987
MV1012-BC-16,unbroken,suggrunda eckisi,426,1987
MV1012-BC-16,broken,bolivina argentea,427,1987
MV1012-BC-16,broken,bolivina argentea,428,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,429,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,430,1987
MV1012-BC-16,unbroken,bolivina argentea,431,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,432,1987
MV1012-BC-16,unbroken,NOT FORAM,433,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,434,1987
MV1012-BC-16,unbroken,suggrunda eckisi,435,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,436,1987
MV1012-BC-16,unbroken,bolivina seminuda var. humilis,437,1987
MV1012-BC-16,unbroken,bolivina seminuda var. humilis,438,1987
MV1012-BC-16,broken,bulimina exilis,439,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,440,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,441,1987
MV1012-BC-16,unbroken,NOT FORAM,442,1987
MV1012-BC-16,unbroken,NOT FORAM,443,1987
MV1012-BC-16,broken,suggrunda eckisi,444,1987
MV1012-BC-16,broken,suggrunda eckisi,445,1987
MV1012-BC-16,broken,bolivina argentea,446,1987
MV1012-BC-16,broken,bolivina seminuda var. humilis,447,1987
MV1012-BC-16,broken,suggrunda eckisi,448,1987
MV1012-BC-16,unbroken,NOT FORAM,449,1987
MV1012-BC-16,unbroken,bulimina exilis,450,1987
MV1012-BC-16,unbroken,bulimina exilis,451,1987
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
MV1012-BC-17,NA,NOT FORAM,NA,1984.8
